1790,Yo Ho Ho Christmas Ale 2001,Maritime Pacific Brewing,
1791,Jubel 2000,Deschutes Brewery,Old Ale
1792,Old Foghorn 2002,Anchor Brewing,
1793,IPA,AleSmith Brewing,American-Style India Pale Ale
1794,Anvil Ale,AleSmith Brewing,
1795,Black Cider,White Oak Cider,
1796,Us Heit Dubbel Tarwe Bier,De Friese Bierbrouwerij Us Heit,South German-Style Weizenbock
1797,Whitstable Oyster Stout,Whitstable Brewery,American-Style Stout
1798,Chouffe-Bok,Brasserie D'Achouffe,
1799,BiÃ¨re de Mars,Brasserie D'Achouffe,
1800,Boss Hog Double IPA,Lancaster Brewing Co.,Imperial or Double India Pale Ale
1801,BiÃ¨re du Lion,Brasserie de Vervifontaine,
1802,Moose Juice Stout,Grand Teton Brewing #1,American-Style Stout
1803,Kelpie Seaweed Ale,Williams Brothers Brewing Company,
1804,Oude Gueuze,Hanssens Artisanal,Belgian-Style Fruit Lambic
1805,1554 Enlightened Black Ale,New Belgium Brewing,Other Belgian-Style Ales
1806,Dark Ale,Black Toad Brewing Company,American-Style Lager
1807,Red Lager,Titletown Brewing,American-Style Lager
1808,Deep Shaft Stout,Freeminer Brewery,American-Style Stout
1809,IPA,Bellows Brew Crew,American-Style India Pale Ale
1810,Stout,Bellows Brew Crew,American-Style Stout
1811,Dunkle,Bellows Brew Crew,
1812,Red,Bellows Brew Crew,American-Style Amber/Red Ale
1813,Pretty Girl Pilsner,Bellows Brew Crew,
1814,Wheat,Bellows Brew Crew,American-Style Lager
1815,Old Scratch Barleywine 1997,Great Dane Pub and Brewing #2,
1816,Black Earth Porter,Great Dane Pub and Brewing #2,Porter
1817,New Peculier,Great Dane Pub and Brewing #2,Old Ale
1818,Old Glory American Pale Ale,Great Dane Pub and Brewing #2,American-Style Pale Ale
1819,Stone of Scone Scotch Ale,Great Dane Pub and Brewing #2,Scotch Ale
1820,Sugar River ESB,Great Dane Pub and Brewing #2,
1821,Crop Circle Wheat,Great Dane Pub and Brewing #2,South German-Style Hefeweizen
1822,VerrÃ¼ckte Stadt Pilsner,Great Dane Pub and Brewing #2,
1823,Landmark Light,Great Dane Pub and Brewing #2,American-Style Lager
1824,Het Kapittel Abt,Brouwerij Van Eecke,
1825,Urbock,Namibia Breweries,Traditional German-Style Bock
1826,East India Pale Ale,Brooklyn Brewery,American-Style India Pale Ale
1827,Hacker-Pschorr Original Oktoberfest,Paulaner,German-Style Oktoberfest
1828,Pilsner,Saxer Brewing,American-Style Lager
1829,Abbey Brown Ale / Pater,Brewery Corsendonk,
1830,La Trappe Quadrupel 2000/2001,Bierbrouwerij De Koningshoeven,
1831,Winter Solstice Seasonal Ale 2002,Anderson Valley Brewing,
1832,Winter Gale Spiced Ale,Titletown Brewing,
1833,Jahrhundert-Bier,Brauerei Aying Franz Inselkammer KG,
1834,Hacker-Pschorr Dunkel Weisse,Paulaner,
1835,Hacker-Pschorr Weisse,Paulaner,South German-Style Hefeweizen
1836,PremiÃ¨re (Red),Brasserie de l'Abbaye de Scourmont (Trappistes),
1837,Echte Kriek,Brouwerij Verhaeghe,
1838,Golden Lager,First Coast Brewing,American-Style Lager
1839,Weizen,Weeping Radish Restaurant and Brewery - Manteo,South German-Style Hefeweizen
1840,80 Shilling,Gaslight Brewery,
1841,Steam Beer,Gaslight Brewery,
1842,Pirate Pale,Gaslight Brewery,American-Style Pale Ale
1843,Perfect Stout,Gaslight Brewery,American-Style Stout
1844,Bulldog Blonde,Gaslight Brewery,
1845,Harvest Ale,Gaslight Brewery,German-Style Oktoberfest
1846,Bison Brown,Gaslight Brewery,American-Style Brown Ale
1847,Cappa Cappa Crusher,JJ Bitting Brewing,
1848,"Cali ""Steam"" Locomotive",JJ Bitting Brewing,
1849,Hop Garden Pale Ale,JJ Bitting Brewing,American-Style Pale Ale
1850,Golden Blonde,Harvest Moon Brewery / Cafe,
1851,British Nut Brown,Harvest Moon Brewery / Cafe,American-Style Brown Ale
1852,Altruistic American Ale,Harvest Moon Brewery / Cafe,American-Style Pale Ale
1853,Yorkshire Stout,Trap Rock Restaurant and Brewery,American-Style Stout
1854,Blackforest Lager,Trap Rock Restaurant and Brewery,German-Style Schwarzbier
1855,Octoberfest,Trap Rock Restaurant and Brewery,German-Style Oktoberfest
1856,Hathor Red Lager,Trap Rock Restaurant and Brewery,American-Style Lager
1857,Ghost Pony Helles Lager,Trap Rock Restaurant and Brewery,
1858,Pacific Coast Ale,Trap Rock Restaurant and Brewery,
1859,Norfolk Nog Old Dark Ale,Woodforde's Norfolk Ales,Old Ale
1860,FatÃ¸l,Hansa Bryggeri,
1861,Pilsner,Hansa Bryggeri,
1862,Premium,Hansa Bryggeri,
1863,St. Edmunds Strong Porter,Hereford & Hops Steakhouse and Brewpub #3,Porter
1864,India Pale Ale,Hereford & Hops Steakhouse and Brewpub #3,American-Style Pale Ale
1865,Schwarzbier,Hereford & Hops Steakhouse and Brewpub #3,German-Style Schwarzbier
1866,Piva Bohemia,Hereford & Hops Steakhouse and Brewpub #3,
1867,South of the Border Light,Brown Street Brewery,
1868,Munich Helle,Brown Street Brewery,
1869,Stout,Brown Street Brewery,American-Style Stout
1870,Aussie Lager,Brown Street Brewery,American-Style Lager
1871,Wheat,Keg Microbrewery & Restaurant,American-Style Lager
1872,Brown,Keg Microbrewery & Restaurant,American-Style Brown Ale
1873,New Hops Ale,Moosejaw Pizza & Dells Brewing Company,American-Style Pale Ale
1874,Oktoberfest,Moosejaw Pizza & Dells Brewing Company,German-Style Oktoberfest
1875,North of the Border Porter,Moosejaw Pizza & Dells Brewing Company,Porter
1876,Dunkel Lager,Moosejaw Pizza & Dells Brewing Company,
1877,Stout,Keg Microbrewery & Restaurant,American-Style Stout
1878,Dells Chief Amber Ale,Moosejaw Pizza & Dells Brewing Company,American-Style Amber/Red Ale
1879,Weissbier,Moosejaw Pizza & Dells Brewing Company,South German-Style Hefeweizen
1880,Pilsner,Moosejaw Pizza & Dells Brewing Company,American-Style Lager
1881,Schmitz Pale Ale No. 5,Moosejaw Pizza & Dells Brewing Company,American-Style Pale Ale
1882,Light Ale,Moosejaw Pizza & Dells Brewing Company,
1883,Weizen,Corner Pub,South German-Style Hefeweizen
1884,IPA,Corner Pub,American-Style India Pale Ale
1885,Porter,Corner Pub,Porter
1886,Courthouse Copper,Courthouse Pub,American-Style Lager
1887,Canadian Light,Courthouse Pub,American-Style Lager
1888,Munich Helles,Courthouse Pub,
1889,Mudcat Stout,Upper Mississippi Brewing,American-Style Stout
1890,Mullin Brown,Upper Mississippi Brewing,American-Style Brown Ale
1891,Hefeweizen,Upper Mississippi Brewing,South German-Style Hefeweizen
1892,Pale Pale Boss Ale,Upper Mississippi Brewing,American-Style Pale Ale
1893,Bartles and Lager,Upper Mississippi Brewing,American-Style Lager
1894,Oktoberfest,Cedar Brewing,German-Style Oktoberfest
1895,BiÃ¨re de Miel,Brasserie Dupont,
1896,Saison,Brasserie de Silly,
1897,Royal Challenge Indian Premium Lager,Skol Breweries,American-Style Lager
1898,O.K. Beer,Browar Okocim,
1899,Hefe-WeiÃŸbier,Paulaner,South German-Style Hefeweizen
1900,WeiÃŸbier Pikantus,Privatbrauerei Erdinger Weissbru,South German-Style Weizenbock
1901,Old Jock Ale,Broughton Ales,
1902,Witte Ezel,Brouwerij Bavik - De Brabandere,
1903,Imperial Stout 2002,Stone Brewing Co.,American-Style Stout
1904,James Squire India Pale Ale,Malt Shovel Brewery,American-Style Pale Ale
1905,White,Lakefront Brewery,
1906,Old Bastard,Great Waters Brewing Company,Old Ale
1907,Capitol ESB,Great Waters Brewing Company,
1908,Brown Trout Brown,Great Waters Brewing Company,American-Style Brown Ale
1909,Honey Wheat,Great Waters Brewing Company,American-Style Lager
1910,Golden Prairie Blond,Great Waters Brewing Company,
1911,Saint Peter Pale Ale,Great Waters Brewing Company,American-Style Pale Ale
1912,Heifer-Weizen,Rock Bottom Restaurant & Brewery - Minneapolis,South German-Style Hefeweizen
1913,St. Paul Pilsner,Rock Bottom Restaurant & Brewery - Minneapolis,
1914,Saison Goux,Rock Bottom Restaurant & Brewery - Minneapolis,
1915,Stillwater Stout,Rock Bottom Restaurant & Brewery - Minneapolis,American-Style Stout
1916,Big Horn Nut Brown Ale,Rock Bottom Restaurant & Brewery - Minneapolis,American-Style Brown Ale
1917,Eric the Red,Rock Bottom Restaurant & Brewery - Minneapolis,American-Style Amber/Red Ale
1918,Itasca Extra Pale Ale,Rock Bottom Restaurant & Brewery - Minneapolis,English-Style Pale Mild Ale
1919,North Star Premium Lager,Rock Bottom Restaurant & Brewery - Minneapolis,American-Style Lager
1920,Pantown Pale Ale,O'Hara's Brewpub and Restaurant,American-Style Pale Ale
1921,Quarry Rock Red,O'Hara's Brewpub and Restaurant,American-Style Amber/Red Ale
1922,Golden Honey Wheat,O'Hara's Brewpub and Restaurant,American-Style Lager
1923,Duke of Wellington IPA,Granite City Food & Brewery - Saint Cloud,American-Style India Pale Ale
1924,Broad Ax Stout,Granite City Food & Brewery - Saint Cloud,American-Style Stout
1925,Oktoberfest,Granite City Food & Brewery - Saint Cloud,German-Style Oktoberfest
1926,Pride of Pilsen,Granite City Food & Brewery - Saint Cloud,
1927,Victory Lager,Granite City Food & Brewery - Saint Cloud,American-Style Lager
1928,Northern Light,Granite City Food & Brewery - Saint Cloud,American-Style Lager
1929,Palace Porter,Sherlock's Home,Porter
1930,Star of India India Pale Ale,Sherlock's Home,American-Style Pale Ale
1931,Gold Crown Lager,Sherlock's Home,
1932,Queen Anne Light,Sherlock's Home,
1933,Cologne Golden Ale,Sherlock's Home,
1934,Weizen Bock,Titletown Brewing,South German-Style Weizenbock
1935,Summertime KÃ¶lsch,Goose Island Beer Company - Fulton Street,
1936,Organic Extra Special Bitter,Lakefront Brewery,
1937,Ur-Bock Hell,Einbecker Brauhaus AG,Traditional German-Style Bock
1938,Jubilate Special Reserve Anniversary Ale,Brauerei und Altbierkche Pinkus Mller,American-Style Brown Ale
1939,Malheur 10,Brouwerij De Landtsheer,
1940,Gnaw Bone Pale Ale,Oaken Barrel Brewing,American-Style Pale Ale
1941,Witbier,Limburg Beer Company,
1942,Limburgse Witte,Brouwerij Sint-Jozef,
1943,Meridian Street Premium Lager,Oaken Barrel Brewing,American-Style Lager
1944,Fenway American Pale Ale,Boston Beer Works,American-Style Pale Ale
1945,Trafalgar IPA,Freeminer Brewery,American-Style India Pale Ale
1946,Hell for Certain,"BBC Brewing Co., LLC",
1947,India Pale Ale,LaConner Brewing,American-Style Pale Ale
1948,Extra Special Bitter,LaConner Brewing,
1949,Bear Ale,Traquair House Brewery,
1950,Red Rooster Pale Ale,Copper Eagle Brewing,American-Style Pale Ale
1951,Titan Porter,Fratellos Restaurant and Brewery,Porter
1952,Woodpecker,HP Bulmer,
1953,Chocolate Stout,HC Berger Brewing,American-Style Stout
1954,Kristall Weiss,Tabernash Brewing,South German-Style Hefeweizen
1955,Golden Promise Traditional Scottish Ale,Caledonian Brewing,
1956,Aspen Meadow Black and Tan,Cold Spring Brewing,American-Style Lager
1957,Framboise,Green Bay Brewing,Light American Wheat Ale or Lager
1958,Old Foghorn 1996,Anchor Brewing,
1959,Oudbeitje,Hanssens Artisanal,Belgian-Style Fruit Lambic
1960,English ESB,Titletown Brewing,
1961,"Pale Ale ""Ã¡ la Bushner""",Titletown Brewing,American-Style Pale Ale
1963,Grottenbier,Folx-les-Caves,
1964,Triple,Brouwerij St-Feuillien,
1965,Malheur Brut Reserve,Brouwerij De Landtsheer,
1966,Ãœber-Sticke Altbier,Fox River Brewing #1,American-Style Brown Ale
1967,Vanilla Berry Orange,Bricktown Brewery,Light American Wheat Ale or Lager
1968,Vanilla,Bricktown Brewery,
1969,Munich Dunkel,Bricktown Brewery,
1970,Get Fuggled,Bricktown Brewery,
1971,Laughing Ass,Bricktown Brewery,American-Style Lager
1972,Prairie Thunder Pale Ale,Fitzpatrick's Brewing,American-Style Pale Ale
1973,McBride Porter,Fitzpatrick's Brewing,Porter
1974,Hawk Rye,Fitzpatrick's Brewing,American-Style Lager
1975,Celtic Stout,Fitzpatrick's Brewing,American-Style Stout
1976,Collapsar Oatmeal Stout,Empyrean Brewing Company,American-Style Stout
1977,Dark Side Vanilla Porter,Empyrean Brewing Company,
1978,Third Stone Brown,Empyrean Brewing Company,American-Style Brown Ale
1979,Luna Sea Amber,Empyrean Brewing Company,
1980,Chaco Canyon Honey Gold,Empyrean Brewing Company,
1981,Burning Skye Scottish Ale,Empyrean Brewing Company,
1982,Solar Flare Summer Ale,Empyrean Brewing Company,
1983,Discombobulator Maibock,Titletown Brewing,Traditional German-Style Bock
1984,Boxcar Brown Ale,Titletown Brewing,American-Style Brown Ale
1985,Pale Ale,Golden Pacific Brewing,American-Style Pale Ale
1986,Golden Gate Amber Ale,Golden Pacific Brewing,American-Style Amber/Red Ale
1987,Sixtus,Birra Forst,Traditional German-Style Bock
1988,Griffon Brown Ale,Brasserie McAuslan,American-Style Brown Ale
1989,Golden,Molson Breweries of Canada,American-Style Lager
1990,Canadian Lager Beer,Moosehead Breweries,American-Style Lager
1991,1837,Unibroue,Other Belgian-Style Ales
1992,Canadian Ale,Labatt Ontario Breweries,American-Style Lager
1993,Red Biddy / Real Biddy,Biddy Early Brewery,
1994,Brown Fox Ale,Two Brothers Brewing,American-Style Pale Ale
1995,Helles Hefe Weizen,Tucher Bru,South German-Style Hefeweizen
1996,Stone of Scone Scotch Ale,Great Dane Pub and Brewing #1,
1997,Old #27 Barleywine,Delafield Brewhaus,
1998,Oatmeal Stout,Onopa Brewing,American-Style Stout
1999,Nut Brown Ale,Onopa Brewing,American-Style Brown Ale
2000,American Pale Ale,Onopa Brewing,American-Style Pale Ale
2001,Lion Stout,Lion Brewery Ceylon Ltd.,American-Style Stout
2002,Black Earth Porter,Great Dane Pub and Brewing #1,Porter
2003,Sprecher Maibock,Sprecher Brewing,German-Style Heller Bock/Maibock
2004,Bock,Lakefront Brewery,Traditional German-Style Bock
2005,Original Pils,Hofmark Brauerei,
2006,Pullman Nut Brown Ale,Flossmoor Station Brewery,
2007,Panama Limited Red Ale,Flossmoor Station Brewery,American-Style Pale Ale
2008,John Barleycorn Barleywine Style Ale,Mad River Brewing,American-Style Barley Wine Ale
2009,Steelhead Extra Stout,Mad River Brewing,American-Style Stout
2010,Adler BrÃ¤u Bucky Brau Barleywine,Appleton Brewing,
2011,Butthead Doppelbock,Tommyknocker Brewery and Pub,German-Style Doppelbock
2012,Dry Mead,White Winter Winery,
2013,La Trappe Tripel,Bierbrouwerij De Koningshoeven,Belgian-Style Tripel
2014,Elephant,Carlsberg Bryggerierne,Traditional German-Style Bock
2015,Double Ale,Allagash Brewing,
2016,Big Butt Doppelbock,Jacob Leinenkugel Brewing Company,Traditional German-Style Bock
2017,Jamaica Brand Sunset IPA,Mad River Brewing,American-Style India Pale Ale
2018,Petrus Aged Pale,Brouwerij Bavik - De Brabandere,
2019,Jamaica Brand Red Ale,Mad River Brewing,American-Style Pale Ale
2020,What the Helles Bock,Fratellos Restaurant and Brewery,Traditional German-Style Bock
2021,Steelhead Scotch Porter,Mad River Brewing,Porter
2022,Titan Porter,Fox River Brewing #1,Porter
2023,Robert Burns Scottish Ale,Barley's #2 Smokehouse and Brewpub,
2024,Scotch Ale,Arcadia Brewing,Scotch Ale
2025,Black Butte Porter,Deschutes Brewery,Porter
2026,Heritage Scottish Ale,Bear Republic Brewery,Scotch Ale
2027,Imperial Stout,Arcadia Brewing,American-Style Stout
2028,Dragonslayer,Middle Ages Brewing,American-Style Imperial Stout
2029,4 Reverends Imperial Stout,Piece,American-Style Stout
2030,Imperial Stout,Dragonmead Microbrewery,American-Style Stout
2031,Winter Delight,Flatlander's Restaurant & Brewery,Old Ale
2032,East India IPA,Whitstable Brewery,American-Style India Pale Ale
2033,Radgie Gadgie,Mordue Brewery,
2034,Racer X,Bear Republic Brewery,Imperial or Double India Pale Ale
2035,Black Irish Plain Porter,Scotch Irish Brewing,Porter
2036,Promethean Porter,Bonfire Brewery,Porter
2037,Iambic Lambic,Grizzly Peak Brewing,Belgian-Style Fruit Lambic
2038,Alpenhof Baltic Porter,Ellicott Mills Brewing,Porter
2039,March MÃ¤rzen,Titletown Brewing,German-Style Oktoberfest
2040,Nut Brown Ale,Fratellos Restaurant and Brewery,American-Style Brown Ale
2041,Trolleycar Stout,Fratellos Restaurant and Brewery,American-Style Stout
2042,Caber Tossing Scottish Ale,Fratellos Restaurant and Brewery,
2043,Fox Tail Amber Ale,Fratellos Restaurant and Brewery,American-Style Amber/Red Ale
2044,Winnebago Wheat,Fratellos Restaurant and Brewery,South German-Style Hefeweizen
2045,Fox Light,Fratellos Restaurant and Brewery,American-Style Lager
2046,Trolleycar Stout,Fox River Brewing #1,American-Style Stout
2047,Nut Brown Ale,Fox River Brewing #1,American-Style Brown Ale
2048,Caber Tossing Scottish Ale,Fox River Brewing #1,
2049,Fox Tail Amber Ale,Fox River Brewing #1,American-Style Amber/Red Ale
2050,Winnebago Wheat,Fox River Brewing #1,South German-Style Hefeweizen
2051,Fox Light,Fox River Brewing #1,American-Style Lager
2052,Thomas Sykes Barleywine,Burton Bridge Brewery,
2053,Old Knucklehead 1992,BridgePort Brewing,
2054,Chessie Cherry,Flossmoor Station Brewery,Light American Wheat Ale or Lager
2055,Roundhouse Raspberry Wheat Ale,Flossmoor Station Brewery,Light American Wheat Ale or Lager
2056,Imperial Eclipse Stout,Flossmoor Station Brewery,American-Style Stout
2057,Kilt Kicker Wee Heavy,Flossmoor Station Brewery,Scotch Ale
2058,El Diablo Tripel,Flossmoor Station Brewery,
2059,Bavarian Helles,Flossmoor Station Brewery,
2060,Zephyr Golden Ale,Flossmoor Station Brewery,American-Style Pale Ale
2061,Station Master Wheat Ale,Flossmoor Station Brewery,American-Style Lager
2062,Red,Mad Anthony Brewing,American-Style Pale Ale
2063,Harry Baals Stout,Mad Anthony Brewing,American-Style Stout
2064,Old Fort Porter,Mad Anthony Brewing,Porter
2065,Big Daddy Brown,Mad Anthony Brewing,American-Style Brown Ale
2066,Old Woody Pale Ale,Mad Anthony Brewing,American-Style Pale Ale
2067,Auburn,Mad Anthony Brewing,American-Style Pale Ale
2068,Lager,Mad Anthony Brewing,American-Style Lager
2069,Stock Ale #2,Oyster Bar Bistro and Brewery,Old Ale
2070,Oyster Stout,Oyster Bar Bistro and Brewery,American-Style Stout
2071,Belgian Style Wit,Oyster Bar Bistro and Brewery,
2072,Pumpkin Ale,Oyster Bar Bistro and Brewery,
2073,Lighthouse Ale,Oyster Bar Bistro and Brewery,American-Style Pale Ale
2074,Nut Brown Ale,Thirsty Dog Brewing,American-Style Brown Ale
2075,Irish Setter Red Ale,Thirsty Dog Brewing,American-Style Amber/Red Ale
2076,Dierdorfer Gold,Thirsty Dog Brewing,
2077,Winter Ale,Mad Crab Restaurant and Brewery,American-Style Amber/Red Ale
2078,Sturgeon Stout,Mad Crab Restaurant and Brewery,American-Style Stout
2079,Buzz Beer,Mad Crab Restaurant and Brewery,American-Style Pale Ale
2080,Pirates Pilsner,Mad Crab Restaurant and Brewery,
2081,Wheat,Mad Crab Restaurant and Brewery,American-Style Lager
2082,Nut Brown,Arcadia Brewing,American-Style Brown Ale
2083,London Porter,Arcadia Brewing,Porter
2084,Starboard Stout,Arcadia Brewing,American-Style Stout
2085,Arcadia ESB,Arcadia Brewing,
2086,Anglers Ale,Arcadia Brewing,American-Style Pale Ale
2087,Double Cream Oatmeal Stout,Olde Peninsula Brewpub and Restaurant,American-Style Stout
2088,Midnight Stout,Olde Peninsula Brewpub and Restaurant,American-Style Stout
2089,"1,2,3 Ale",Olde Peninsula Brewpub and Restaurant,American-Style Amber/Red Ale
2090,Tornado Ale,Olde Peninsula Brewpub and Restaurant,American-Style Pale Ale
2091,Winter Wheat,Olde Peninsula Brewpub and Restaurant,American-Style Lager
2092,Sunset Red,Olde Peninsula Brewpub and Restaurant,American-Style Amber/Red Ale
2093,Haymarket Ale,Olde Peninsula Brewpub and Restaurant,American-Style Pale Ale
2094,Tripel,Old Hat Brewery,
2095,Apple Ale,Old Hat Brewery,Light American Wheat Ale or Lager
2096,Schwarzbier,Old Hat Brewery,German-Style Schwarzbier
2097,Stubbins Stout,Old Hat Brewery,American-Style Stout
2098,Depot Pils,Old Hat Brewery,American-Style Lager
2099,KÃ¶lsch,Old Hat Brewery,
2100,Red Lager,Old Hat Brewery,American-Style Lager
2101,Hefeweizen,Old Hat Brewery,South German-Style Hefeweizen
2102,Wasatch Polygamy Porter,Utah Brewers Cooperative,Porter
2103,Frostbite,Southend Brewery and Smokehouse - Charleston,American-Style Pale Ale
2104,Cooper River Red,"T-Bonz Gill, Grill and Brewery",American-Style Amber/Red Ale
2105,Winterfest,"T-Bonz Gill, Grill and Brewery",American-Style Brown Ale
2106,Stout,"T-Bonz Gill, Grill and Brewery",American-Style Stout
2107,Raspberry Wheat,"T-Bonz Gill, Grill and Brewery",Light American Wheat Ale or Lager
2108,Market Street Wheat,"T-Bonz Gill, Grill and Brewery",American-Style Lager
2109,Low Country Light Lager,"T-Bonz Gill, Grill and Brewery",American-Style Lager
2110,Ruby Red Lager,Southend Brewery and Smokehouse - Charleston,American-Style Lager
2111,Bombay Pale Ale,Southend Brewery and Smokehouse - Charleston,American-Style Pale Ale
2112,East Bay Brown,Southend Brewery and Smokehouse - Charleston,American-Style Brown Ale
2113,Scarlet Ale,Southend Brewery and Smokehouse - Charleston,American-Style Amber/Red Ale
2114,Ironman Wheat,Southend Brewery and Smokehouse - Charleston,American-Style Lager
2115,Blonde,Southend Brewery and Smokehouse - Charleston,American-Style Lager
2116,Blonde Light,Southend Brewery and Smokehouse - Charleston,American-Style Lager
2117,Premium Verum,Oldenberg Brewery,
2118,47 Bryg,Carlsberg Bryggerierne,Traditional German-Style Bock
2119,Stout,Ohio Brewing,American-Style Stout
2120,Fest,Ohio Brewing,German-Style Oktoberfest
2121,Alt-ernative Amber,Ohio Brewing,American-Style Brown Ale
2122,Buckeye Brown,Ohio Brewing,American-Style Brown Ale
2123,Verich Gold,Ohio Brewing,
2124,Ale,Slab City Brewing,American-Style Pale Ale
2125,Befuddelator Doppelbock,Titletown Brewing,Traditional German-Style Bock
2126,Oatmeal Stout,Randy's Fun Hunters Brewery Restaurant and Banquet Center,American-Style Stout
2127,Pale Ale,Randy's Fun Hunters Brewery Restaurant and Banquet Center,American-Style Pale Ale
2128,Amber Lager,Randy's Fun Hunters Brewery Restaurant and Banquet Center,American-Style Lager
2129,Wheat Ale,Randy's Fun Hunters Brewery Restaurant and Banquet Center,American-Style Lager
2130,Riverboat Raspberry flavored Beer,Trailhead Brewing Company,Light American Wheat Ale or Lager
2131,Red Winter Ale,Trailhead Brewing Company,American-Style Amber/Red Ale
2132,Old Courthouse Stout,Trailhead Brewing Company,American-Style Stout
2133,Missouri Brown Dark Ale,Trailhead Brewing Company,American-Style Amber/Red Ale
2134,Red Amber Ale,Trailhead Brewing Company,American-Style Amber/Red Ale
2135,Trailblazer Blond Ale,Trailhead Brewing Company,
2136,Schlafly Pale Ale,Saint Louis Brewery / Schlafy Tap Room,American-Style Pale Ale
2137,Schlafly Altbier,Saint Louis Brewery / Schlafy Tap Room,American-Style Brown Ale
2138,Schlafly ESB,Saint Louis Brewery / Schlafy Tap Room,
2139,Schlafly Tripel,Saint Louis Brewery / Schlafy Tap Room,
2140,Schlafly Oatmeal Stout,Saint Louis Brewery / Schlafy Tap Room,American-Style Stout
2141,Schlafly Smoked Porter,Saint Louis Brewery / Schlafy Tap Room,American-Style Lager
2142,Schlafly Winter ESB,Saint Louis Brewery / Schlafy Tap Room,
2143,Schlafly Pilsner,Saint Louis Brewery / Schlafy Tap Room,
2144,Schlafly Hefeweizen,Saint Louis Brewery / Schlafy Tap Room,American-Style Lager
2145,Schlafly Wheat Ale,Saint Louis Brewery / Schlafy Tap Room,American-Style Lager
2146,Winter Wheat,Route 66 Brewery,
2147,Rambling Raspberry Ale,Route 66 Brewery,Light American Wheat Ale or Lager
2148,Streamline Oatmeal Stout,Route 66 Brewery,American-Style Stout
2149,Imperial Pale Ale,Route 66 Brewery,American-Style Pale Ale
2150,River City Red Ale,Route 66 Brewery,American-Style Amber/Red Ale
2151,Mile Marker Amber Lager,Route 66 Brewery,American-Style Lager
2152,Lake Shore Light,Route 66 Brewery,American-Style Lager
2153,Razz-Wheat,Oaken Barrel Brewing,Light American Wheat Ale or Lager
2154,Snake Pit Porter,Oaken Barrel Brewing,Porter
2155,Indiana Amber,Oaken Barrel Brewing,American-Style Amber/Red Ale
2156,Stout,Broad Ripple Brewing,American-Style Stout
2157,Red,Broad Ripple Brewing,American-Style Amber/Red Ale
2158,Extra Special Bitter,Broad Ripple Brewing,
2159,Lawnmower Pale Ale,Broad Ripple Brewing,American-Style Pale Ale
2160,Wheat Beer,Broad Ripple Brewing,American-Style Lager
2161,Hazelnut Brown,Barley Island Brewing,
2162,Whose Ear? Red Ale,Barley Island Brewing,American-Style Amber/Red Ale
2163,Rust Belt Porter,Barley Island Brewing,Porter
2164,60 Shilling Scotch Ale,Barley Island Brewing,
2165,Blind Tiger Pale Ale,Barley Island Brewing,American-Style Pale Ale
2166,Flat Belly American Wheat,Barley Island Brewing,American-Style Lager
2167,J. Scott Francis ESB,Barley's Brewing #1,
2168,Pale Ale,Barley's Brewing #1,American-Style Pale Ale
2169,Pilsner,Barley's Brewing #1,
2170,Traditional Lager,Great Lakes Brewing,
2171,Barrel Select Pils,Great Lakes Brewing,
2172,Raspberry Wheat Ale,Mishawaka Brewing,Light American Wheat Ale or Lager
2173,INDIAna Pale Ale,Mishawaka Brewing,American-Style Pale Ale
2174,Lake Effect Pale Ale,Mishawaka Brewing,American-Style Pale Ale
2175,Four Horsemen Ale,Mishawaka Brewing,American-Style Amber/Red Ale
2176,Kolsch,Mishawaka Brewing,
2177,Wall Street Wheat Ale,Mishawaka Brewing,American-Style Lager
2178,Red Lager,Jacob Leinenkugel Brewing Company,American-Style Lager
2179,Dark Belgian Wit,Milwaukee Ale House,
2180,Holiday Ale,Slab City Brewing,
2181,Raftman,Unibroue,American-Style Amber/Red Ale
2182,Olde Suffolk,Greene King,Old Ale
2183,Hacker-Pschorr Weisse Bock,Paulaner,South German-Style Weizenbock
2184,Beekeepers Honey Ale,Minocqua Brewing Company,
2185,Christmas Ale,Hereford & Hops Steakhouse and Brewpub #3,
2186,Doppelbock,Hereford & Hops Steakhouse and Brewpub #3,Traditional German-Style Bock
2187,Cleary Red,Hereford & Hops Steakhouse and Brewpub #3,
2188,Whitetail Ale,Hereford & Hops Steakhouse and Brewpub #3,
2189,Hefeweizen,Hereford & Hops Steakhouse and Brewpub #3,American-Style Lager
2190,Lichthouse Lager,Hereford & Hops Steakhouse and Brewpub #3,American-Style Lager
2191,Olde St.Nick,Brewmasters Restaurant and Brewery South,
2192,Cherry Ice,Brewmasters Restaurant and Brewery South,Light American Wheat Ale or Lager
2193,Oatmeal Stout,Brewmasters Restaurant and Brewery South,American-Style Stout
2194,Southport Amber,Brewmasters Restaurant and Brewery South,American-Style Amber/Red Ale
2195,Kenosha Gold,Brewmasters Restaurant and Brewery South,
2196,Icemaster,Brewmasters Restaurant and Brewery South,American-Style Lager
2197,Porter,Mickey Finn's Brewery,Porter
2198,Imperial Delusion,Mickey Finn's Brewery,American-Style Stout
2199,Five Springs Oatmeal Stout,Mickey Finn's Brewery,American-Style Stout
2200,GÃ¼denkrisp KÃ¶lsch,Mickey Finn's Brewery,
2201,Wee Heavy,Mickey Finn's Brewery,Scotch Ale
2202,Abana Amber Ale,Mickey Finn's Brewery,American-Style Amber/Red Ale
2203,Wheat Ale,Mickey Finn's Brewery,American-Style Lager
